ID,Mockup ID,Created at,Updated at,Packaging ID,Product ID,Sock pair ID,Created on,Mockup version,Quantity,Manufacturing shipment ID,Finishing item ID,Manufacturing ID,Vendor ID,Finisher ID,Production deadline,Product info ID,Paired SKU,Kit number,Bundle ID
60037,,2023-11-07T19:42:15.049Z,2023-11-07T19:44:56.814Z,99657,,,2023-11-07,,30,24421,,53361,11,2,2023-11-08,35,,1,41828
60038,197788,2023-11-07T19:49:06.522Z,2023-11-07T19:49:07.163Z,,,,2023-11-07,2,150,24422,,53362,1,3,2023-11-09,114,,1,41834
60039,,2023-11-07T19:49:06.529Z,2023-11-07T19:49:07.278Z,99038,,,2023-11-07,,150,24422,,53363,11,3,2023-11-08,35,,1,41834
60040,198160,2023-11-07T19:49:07.616Z,2023-11-07T19:50:23.140Z,,,,2023-11-07,1,60,24423,,53364,4,7,2023-11-08,2,,1,41812
60041,,2023-11-07T19:49:07.622Z,2023-11-07T19:50:23.267Z,99545,,,2023-11-07,,60,24423,,53365,11,7,2023-11-08,35,,1,41812
60044,,2023-11-07T19:51:58.186Z,2023-11-07T19:51:58.186Z,,,,2023-11-07,,60,24424,2,,,,,,,1,41831
60047,,2023-11-07T19:51:58.221Z,2023-11-07T19:51:58.221Z,,,,2023-11-07,,5,24425,2,,,,,,,1,41831
60060,,2023-11-07T20:11:00.871Z,2023-11-07T20:11:00.871Z,,,,2023-11-07,,30,24430,4,,,,,,,1,41805
60059,198998,2023-11-07T20:11:00.865Z,2023-11-07T20:18:43.629Z,,,,2023-11-07,1,30,24430,,53376,4,7,2023-11-14,2,,1,41805
60050,197229,2023-11-07T19:58:02.240Z,2023-11-07T19:58:02.787Z,,,,2023-11-07,1,120,24427,,53370,1,3,2023-11-08,2,,1,41753
60051,,2023-11-07T19:58:02.247Z,2023-11-07T19:58:02.904Z,98755,,,2023-11-07,,120,24427,,53371,11,3,2023-11-08,35,,1,41753
60052,197151,2023-11-07T19:58:02.253Z,2023-11-07T19:58:03.024Z,,,,2023-11-07,1,120,24427,,53372,1,3,2023-11-08,2,,2,41754
60053,,2023-11-07T19:58:02.258Z,2023-11-07T19:58:03.127Z,98754,,,2023-11-07,,120,24427,,53373,11,3,2023-11-08,35,,2,41754
60056,198553,2023-11-07T20:10:02.406Z,2023-11-07T20:19:48.444Z,,,,2023-11-07,2,1000,24429,,53377,1,3,2023-11-15,114,,1,41835
60058,198560,2023-11-07T20:10:02.419Z,2023-11-07T20:19:48.660Z,,,,2023-11-07,1,1000,24429,,53379,1,3,2023-11-15,113,,2,41837
60062,,2023-11-07T20:25:50.009Z,2023-11-07T20:25:50.009Z,,,,2023-11-07,,120,24431,4,,,,,,,1,41817
60061,152959,2023-11-07T20:25:50.004Z,2023-11-07T20:25:50.452Z,,,,2023-11-07,2,120,24431,,53380,1,3,2023-11-08,2,,1,41817
60068,,2023-11-07T21:27:13.198Z,2023-11-07T22:44:12.035Z,98329,,,2023-11-07,,360,24434,,53397,11,3,2023-11-08,31,,1,41788
60071,,2023-11-07T21:27:13.229Z,2023-11-10T22:01:44.034Z,,30436,,2023-11-07,,60,24435,,53741,9,3,2023-11-17,41,,3,41813
60074,112586,2023-11-07T21:41:52.299Z,2023-11-08T01:06:20.831Z,,,,2023-11-07,1,480,24437,,53415,1,3,2023-11-09,4,,2,41759
60065,198107,2023-11-07T21:26:55.479Z,2023-11-07T21:28:41.411Z,,,,2023-11-07,2,120,24433,,53381,1,3,2023-11-08,2,,1,41829
60066,,2023-11-07T21:26:55.487Z,2023-11-07T21:28:41.509Z,99931,,,2023-11-07,,120,24433,,53382,11,3,2023-11-08,35,,1,41829
60072,62484,2023-11-07T21:41:52.256Z,2023-11-07T22:03:46.810Z,,,,2023-11-07,2,500,24436,,53383,10,8,2023-12-01,120,,1,41758
60073,,2023-11-07T21:41:52.266Z,2023-11-07T22:03:46.934Z,99935,,,2023-11-07,,500,24436,,53384,10,8,2023-11-08,121,,1,41758
60075,,2023-11-07T21:41:52.308Z,2023-11-08T01:06:20.980Z,89363,,,2023-11-07,,480,24437,,53416,11,3,2023-11-08,35,,2,41759
60069,194847,2023-11-07T21:27:13.204Z,2023-11-07T22:44:12.154Z,,,,2023-11-07,1,360,24434,,53398,1,3,2023-11-09,2,,2,41789
60070,,2023-11-07T21:27:13.209Z,2023-11-07T22:44:12.237Z,98329,,,2023-11-07,,360,24434,,53397,11,3,2023-11-08,31,,2,41789
60063,199540,2023-11-07T21:21:07.696Z,2023-11-07T22:04:57.910Z,,,,2023-11-07,1,120,24432,,53387,10,8,2023-11-30,120,,1,41849
60064,,2023-11-07T21:21:07.701Z,2023-11-07T22:04:58.002Z,99942,,,2023-11-07,,120,24432,,53388,10,8,2023-11-10,121,,1,41849
60077,,2023-11-07T22:06:06.130Z,2023-11-07T22:06:06.130Z,,,,2023-11-07,,200,24438,4,,,,,,,1,41848
60076,194773,2023-11-07T22:06:06.125Z,2023-11-07T22:06:06.603Z,,,,2023-11-07,5,200,24438,,53389,1,3,2023-11-08,2,,1,41848
60078,172799,2023-11-07T22:10:42.410Z,2023-11-07T22:11:27.014Z,,,,2023-11-07,1,325,24439,,53390,3,2,2023-11-09,2,,1,41617
60079,172800,2023-11-07T22:10:42.415Z,2023-11-07T22:11:27.128Z,,,,2023-11-07,2,325,24439,,53391,3,2,2023-11-09,2,,2,41791
60080,,2023-11-07T22:10:42.420Z,2023-11-07T22:11:27.259Z,89280,,,2023-11-07,,325,24439,,53392,11,2,2023-11-08,32,,2,41791
60081,136687,2023-11-07T22:32:55.237Z,2023-11-07T22:32:55.789Z,,,,2023-11-07,1,100,24440,,53393,3,2,2023-11-08,2,,1,41716
60082,,2023-11-07T22:32:55.251Z,2023-11-07T22:32:55.886Z,72318,,,2023-11-07,,100,24440,,53394,11,2,2023-11-08,35,,1,41716
60084,,2023-11-07T22:38:32.634Z,2023-11-07T22:38:32.634Z,,,,2023-11-07,,120,24441,4,,,,,,,1,41833
60083,195709,2023-11-07T22:38:32.629Z,2023-11-07T22:38:33.058Z,,,,2023-11-07,1,120,24441,,53395,4,7,2023-11-09,114,,1,41833
60085,199524,2023-11-07T22:44:46.160Z,2023-11-07T22:44:46.651Z,,,,2023-11-07,4,200,24442,,53400,1,3,2023-11-08,2,,1,41856
60086,,2023-11-07T22:44:46.165Z,2023-11-07T22:44:46.742Z,99949,,,2023-11-07,,200,24442,,53401,11,3,2023-11-08,35,,1,41856
60087,199721,2023-11-07T22:45:42.979Z,2023-11-07T22:52:03.355Z,,,,2023-11-07,1,2,24443,,53402,4,7,2023-11-08,2,,1,41855
60088,,2023-11-07T22:45:42.984Z,2023-11-07T22:52:03.469Z,99909,,,2023-11-07,,2,24443,,53403,11,7,2023-11-08,35,,1,41855
60097,199654,2023-11-07T23:57:17.083Z,2023-11-08T13:35:30.738Z,,,,2023-11-07,2,120,24448,,53425,1,3,2023-11-08,2,,1,41862
60098,,2023-11-07T23:57:17.088Z,2023-11-08T13:35:30.862Z,99374,,,2023-11-07,,120,24448,,53426,11,3,2023-11-08,35,,1,41862
60089,192761,2023-11-07T22:52:02.995Z,2023-11-07T22:52:03.679Z,,,,2023-11-07,1,110,24444,,53404,4,7,2023-11-08,2,,1,41850
60090,,2023-11-07T22:52:03.001Z,2023-11-07T22:52:03.775Z,99896,,,2023-11-07,,110,24444,,53405,11,7,2023-11-08,35,,1,41850
60091,192761,2023-11-07T22:52:03.024Z,2023-11-07T22:52:03.865Z,,,,2023-11-07,1,10,24445,,53404,4,7,2023-11-08,2,,1,41850
60092,,2023-11-07T22:52:03.029Z,2023-11-07T22:52:04.011Z,99896,,,2023-11-07,,10,24445,,53405,11,7,2023-11-08,35,,1,41850
60026,,2023-11-07T18:59:17.348Z,2023-11-13T13:32:05.786Z,51146,,,2023-11-07,,500,24417,,53784,11,3,2023-11-10,35,,1,41820
59989,197576,2023-11-07T15:06:02.931Z,2023-11-09T15:36:32.637Z,,,,2023-11-07,1,50,24400,,53312,1,3,2023-11-08,2,,1,41705
60017,125667,2023-11-07T18:02:26.816Z,2023-11-07T18:02:27.482Z,,,,2023-11-07,3,120,24413,,53341,4,7,2023-11-08,2,,1,41822
60015,180609,2023-11-07T17:18:07.699Z,2023-11-07T17:18:08.296Z,,,,2023-11-07,1,480,24412,,53336,3,2,2023-11-09,2,,1,41783
59990,,2023-11-07T15:06:02.948Z,2023-11-09T15:36:33.678Z,99799,,,2023-11-07,,50,24400,,53558,11,3,2023-11-08,35,,1,41705
60004,197283,2023-11-07T16:25:42.351Z,2023-11-07T16:25:42.858Z,,,,2023-11-07,1,100,24408,,53327,3,2,2023-11-08,2,,1,41692
60005,,2023-11-07T16:25:42.356Z,2023-11-07T16:25:42.979Z,98814,,,2023-11-07,,100,24408,,53328,11,2,2023-11-08,35,,1,41692
60010,196168,2023-11-07T16:31:47.887Z,2023-11-07T16:31:48.492Z,,,,2023-11-07,4,120,24410,,53332,3,2,2023-11-08,7,,1,41776
60095,199759,2023-11-07T23:34:44.640Z,2023-11-07T23:46:59.447Z,,,,2023-11-07,1,2,24447,,53411,4,7,2023-11-15,114,,1,41864
60096,,2023-11-07T23:34:44.647Z,2023-11-07T23:46:59.587Z,99924,,,2023-11-07,,2,24447,,53412,11,7,2023-11-10,35,,1,41864
60011,,2023-11-07T16:31:47.892Z,2023-11-07T16:31:48.621Z,99653,,,2023-11-07,,120,24410,,53333,11,2,2023-11-08,35,,1,41776
60016,,2023-11-07T17:18:07.707Z,2023-11-07T17:18:08.415Z,88394,,,2023-11-07,,480,24412,,53337,11,2,2023-11-08,35,,1,41783
60023,176723,2023-11-07T18:54:21.597Z,2023-11-13T21:24:13.706Z,,,,2023-11-07,1,652,24416,,53347,1,3,2023-12-04,113,,1,41606
60021,194417,2023-11-07T18:49:22.459Z,2023-11-07T18:49:22.689Z,,,,2023-11-07,1,300,24415,,53345,10,8,2023-11-06,120,,1,
59991,197576,2023-11-07T15:06:02.977Z,2023-11-07T15:11:28.621Z,,,,2023-11-07,1,125,24401,,53312,1,3,2023-11-08,2,,1,41705
59998,,2023-11-07T15:14:34.527Z,2023-11-07T15:14:34.527Z,,,,2023-11-07,,150,24404,4,,,,,,,1,41723
59993,197576,2023-11-07T15:06:03.008Z,2023-11-07T15:11:28.805Z,,,,2023-11-07,1,125,24402,,53312,1,3,2023-11-08,2,,1,41705
60014,,2023-11-07T16:44:05.651Z,2023-11-07T16:44:05.651Z,,,,2023-11-07,,200,24411,4,,,,,,,1,41792
60000,199652,2023-11-07T15:50:42.269Z,2023-11-07T15:52:17.206Z,,,,2023-11-07,1,60,24406,,53317,3,2,2023-11-10,114,,1,41803
60001,,2023-11-07T15:50:42.276Z,2023-11-07T15:52:17.307Z,52630,,,2023-11-07,,60,24406,,53318,11,2,2023-11-08,35,,1,41803
60003,,2023-11-07T15:54:35.926Z,2023-11-07T15:54:35.926Z,,,,2023-11-07,,30,24407,4,,,,,,,1,41800
60002,196676,2023-11-07T15:54:35.917Z,2023-11-07T15:56:18.610Z,,,,2023-11-07,1,30,24407,,53319,3,2,2023-11-14,2,,1,41800
59988,,2023-11-07T14:34:10.743Z,2023-11-07T15:12:07.332Z,92894,,,2023-11-07,,42,24399,,53314,11,2,2023-11-10,35,,1,41727
60006,197579,2023-11-07T16:26:07.754Z,2023-11-07T16:26:58.100Z,,,,2023-11-07,3,145,24409,,53329,1,3,2023-11-14,2,,1,41809
60007,,2023-11-07T16:26:07.760Z,2023-11-07T16:26:58.223Z,99613,,,2023-11-07,,145,24409,,53330,11,3,2023-11-10,35,,1,41809
60008,199220,2023-11-07T16:26:07.766Z,2023-11-07T16:26:58.340Z,,,,2023-11-07,2,30,24409,,53331,1,3,2023-11-14,2,,2,41810
60009,,2023-11-07T16:26:07.773Z,2023-11-07T16:26:58.420Z,99613,,,2023-11-07,,30,24409,,53330,11,3,2023-11-10,35,,2,41810
60013,199562,2023-11-07T16:44:05.646Z,2023-11-07T16:44:06.255Z,,,,2023-11-07,1,200,24411,,53335,1,3,2023-11-08,2,,1,41792
60018,,2023-11-07T18:02:26.829Z,2023-11-07T18:02:27.661Z,66721,,,2023-11-07,,120,24413,,53342,11,7,2023-11-08,35,,1,41822
60022,,2023-11-07T18:49:22.470Z,2023-11-07T18:49:22.781Z,97582,,,2023-11-07,,300,24415,,53346,10,8,2023-10-19,121,,1,
60019,195421,2023-11-07T18:44:40.990Z,2023-11-07T18:45:14.662Z,,,,2023-11-07,1,2,24414,,53343,3,2,2023-11-13,2,,1,41751
60020,,2023-11-07T18:44:40.996Z,2023-11-07T18:45:14.826Z,97960,,,2023-11-07,,2,24414,,53344,11,2,2023-11-09,35,,1,41751
60025,92083,2023-11-07T18:59:17.340Z,2023-11-07T19:05:58.652Z,,,,2023-11-07,1,500,24417,,53349,1,3,2023-11-16,113,,1,41820
59992,,2023-11-07T15:06:02.983Z,2023-11-09T15:36:34.059Z,99799,,,2023-11-07,,125,24401,,53558,11,3,2023-11-08,35,,1,41705
59994,,2023-11-07T15:06:03.015Z,2023-11-09T15:36:34.360Z,99799,,,2023-11-07,,125,24402,,53558,11,3,2023-11-08,35,,1,41705
59985,199478,2023-11-07T13:49:20.099Z,2023-11-07T22:59:04.994Z,,,,2023-11-07,1,1000,24398,,53406,4,7,2023-11-15,114,,1,41790
59986,,2023-11-07T13:49:20.116Z,2023-11-07T22:59:05.479Z,99816,,,2023-11-07,,1000,24398,,53407,6,7,2023-11-10,35,,1,41790
59997,199194,2023-11-07T15:14:34.521Z,2023-11-07T15:14:35.176Z,,,,2023-11-07,1,150,24404,,53315,1,3,2023-11-08,2,,1,41723
59996,,2023-11-07T15:06:03.045Z,2023-11-09T15:36:34.717Z,99799,,,2023-11-07,,50,24403,,53558,11,3,2023-11-08,35,,1,41705
60027,197637,2023-11-07T19:21:52.925Z,2023-11-07T19:21:53.419Z,,,,2023-11-07,1,250,24418,,53351,1,3,2023-11-08,2,,1,41815
60028,,2023-11-07T19:21:52.932Z,2023-11-07T19:21:53.544Z,98968,,,2023-11-07,,250,24418,,53352,11,3,2023-11-08,35,,1,41815
60067,194846,2023-11-07T21:27:13.191Z,2023-11-07T22:44:11.946Z,,,,2023-11-07,2,360,24434,,53396,1,3,2023-11-09,2,,1,41788
60054,126505,2023-11-07T19:59:04.862Z,2023-11-07T19:59:05.474Z,,,,2023-11-07,1,100,24428,,53374,4,7,2023-11-10,114,,1,41819
60055,,2023-11-07T19:59:04.868Z,2023-11-07T19:59:05.579Z,67028,,,2023-11-07,,100,24428,,53375,11,7,2023-11-08,35,,1,41819
60029,198433,2023-11-07T19:24:15.412Z,2023-11-07T19:24:16.094Z,,,,2023-11-07,1,60,24419,,53353,4,7,2023-11-08,2,,1,41504
60030,,2023-11-07T19:24:15.417Z,2023-11-07T19:24:16.187Z,99348,,,2023-11-07,,60,24419,,53354,11,7,2023-11-08,35,,1,41504
60031,199726,2023-11-07T19:24:15.423Z,2023-11-07T19:24:16.274Z,,,,2023-11-07,1,90,24419,,53355,4,7,2023-11-08,2,,2,41830
60032,,2023-11-07T19:24:15.428Z,2023-11-07T19:24:16.353Z,99908,,,2023-11-07,,90,24419,,53356,11,7,2023-11-08,35,,2,41830
60042,196943,2023-11-07T19:51:58.169Z,2023-11-07T19:51:58.929Z,,,,2023-11-07,2,60,24424,,53366,4,7,2023-11-08,9,,1,41831
60043,,2023-11-07T19:51:58.179Z,2023-11-07T19:51:59.075Z,99094,,,2023-11-07,,60,24424,,53367,11,7,2023-11-08,35,,1,41831
60045,196943,2023-11-07T19:51:58.209Z,2023-11-07T19:51:59.174Z,,,,2023-11-07,2,5,24425,,53366,4,7,2023-11-08,9,,1,41831
60046,,2023-11-07T19:51:58.215Z,2023-11-07T19:51:59.336Z,99094,,,2023-11-07,,5,24425,,53367,11,7,2023-11-08,35,,1,41831
60033,,2023-11-07T19:38:33.473Z,2023-11-07T19:39:26.752Z,52419,,,2023-11-07,,60,24420,,53357,11,7,2023-11-08,35,,1,41821
60034,95350,2023-11-07T19:38:33.482Z,2023-11-07T19:39:26.848Z,,,1589,2023-11-07,1,30,24420,,53358,4,7,2023-11-08,2,10195349v1,1,
59995,197576,2023-11-07T15:06:03.039Z,2023-11-07T15:11:29.016Z,,,,2023-11-07,1,50,24403,,53312,1,3,2023-11-08,2,,1,41705
60012,,2023-11-07T16:34:30.997Z,2023-11-09T21:53:01.631Z,,30404,,2023-11-07,,120,23961,,53635,9,2,2023-11-07,131,,4,
59987,183272,2023-11-07T14:34:10.736Z,2023-11-07T15:12:07.232Z,,,,2023-11-07,1,42,24399,,53313,3,2,2023-11-14,2,,1,41727
60210,,2023-11-08T20:08:17.888Z,2023-11-08T20:08:17.888Z,,,,2023-11-08,,120,24484,4,,,,,,,1,41920
60227,,2023-11-08T21:01:28.567Z,2023-11-08T21:04:47.415Z,95373,,,2023-11-08,,150,24492,,53514,11,7,2023-11-09,35,,1,41913
60209,196065,2023-11-08T20:08:17.869Z,2023-11-08T20:08:18.481Z,,,,2023-11-08,1,120,24484,,53504,1,3,2023-11-09,2,,1,41920
60219,190935,2023-11-08T20:47:16.874Z,2023-11-08T21:05:06.739Z,,,,2023-11-08,1,30,24489,,53515,3,2,2023-11-15,2,,1,41851
60247,183334,2023-11-08T22:33:12.061Z,2023-11-08T22:33:13.183Z,,,,2023-11-08,1,900,24501,,53528,1,3,2023-11-14,2,,1,41931
60211,198247,2023-11-08T20:16:43.538Z,2023-11-08T20:22:55.881Z,,,,2023-11-08,1,30,24485,,53505,3,2,2023-11-15,2,,1,41922
60212,,2023-11-08T20:16:43.543Z,2023-11-08T20:22:55.998Z,99264,,,2023-11-08,,30,24485,,53506,11,2,2023-11-13,35,,1,41922
60214,,2023-11-08T20:23:28.109Z,2023-11-08T20:23:28.109Z,,,,2023-11-08,,30,24486,4,,,,,,,1,41917
60243,178119,2023-11-08T22:06:13.672Z,2023-11-08T22:06:14.139Z,,,,2023-11-08,4,200,24499,,53527,3,2,2023-11-09,2,,1,41905
60213,199961,2023-11-08T20:23:28.104Z,2023-11-08T20:24:18.172Z,,,,2023-11-08,2,30,24486,,53507,4,7,2023-11-15,114,,1,41917
60216,,2023-11-08T20:26:01.027Z,2023-11-08T20:26:01.027Z,,,,2023-11-08,,60,24487,4,,,,,,,1,41919
60236,199477,2023-11-08T21:52:18.257Z,2023-11-08T21:52:18.700Z,,,,2023-11-08,1,100,24496,,53522,3,2,2023-11-09,2,,1,41801
60215,198257,2023-11-08T20:26:01.022Z,2023-11-08T20:26:01.497Z,,,,2023-11-08,1,60,24487,,53508,3,2,2023-11-09,2,,1,41919
60228,199067,2023-11-08T21:46:43.610Z,2023-11-08T21:46:44.056Z,,,,2023-11-08,4,60,24493,,53517,3,2,2023-11-09,2,,1,41934
60229,,2023-11-08T21:46:43.615Z,2023-11-08T21:46:44.153Z,100107,,,2023-11-08,,60,24493,,53518,11,2,2023-11-09,35,,1,41934
60217,179410,2023-11-08T20:43:16.389Z,2023-11-08T20:43:17.097Z,,,,2023-11-08,1,360,24488,,53509,3,2,2023-11-10,7,,1,41866
60218,,2023-11-08T20:43:16.395Z,2023-11-08T20:43:17.208Z,100016,,,2023-11-08,,360,24488,,53510,11,2,2023-11-09,35,,1,41866
60220,,2023-11-08T20:47:16.883Z,2023-11-08T20:47:16.883Z,,,,2023-11-08,,30,24489,4,,,,,,,1,41851
60237,,2023-11-08T21:52:18.262Z,2023-11-08T21:52:18.789Z,99812,,,2023-11-08,,100,24496,,53523,11,2,2023-11-09,35,,1,41801
60239,,2023-11-08T21:58:12.533Z,2023-11-08T21:58:12.533Z,,,,2023-11-08,,240,24497,2,,,,,,,1,41936
60222,199537,2023-11-08T20:56:53.131Z,2023-11-08T20:56:53.623Z,,,,2023-11-08,1,240,24490,,53511,1,3,2023-11-09,2,,1,41904
60223,,2023-11-08T20:56:53.136Z,2023-11-08T20:56:53.822Z,99856,,,2023-11-08,,240,24490,,53512,11,3,2023-11-09,35,,1,41904
60238,197761,2023-11-08T21:58:12.525Z,2023-11-08T21:58:13.083Z,,,,2023-11-08,2,240,24497,,53524,3,2,2023-11-09,115,,1,41936
60224,189061,2023-11-08T21:01:28.533Z,2023-11-08T21:04:47.080Z,,,,2023-11-08,1,250,24491,,53513,4,7,2023-11-10,2,,1,41913
60225,,2023-11-08T21:01:28.538Z,2023-11-08T21:04:47.183Z,95373,,,2023-11-08,,250,24491,,53514,11,7,2023-11-09,35,,1,41913
60226,189061,2023-11-08T21:01:28.561Z,2023-11-08T21:04:47.264Z,,,,2023-11-08,1,150,24492,,53513,4,7,2023-11-10,2,,1,41913
60250,,2023-11-08T22:35:11.591Z,2023-11-08T22:35:11.591Z,,,,2023-11-08,,180,24502,4,,,,,,,1,41580
60230,195007,2023-11-08T21:50:37.434Z,2023-11-08T22:01:06.459Z,,,,2023-11-08,1,280,24494,,53525,3,2,2023-11-10,2,,1,41827
60231,,2023-11-08T21:50:37.442Z,2023-11-08T22:01:06.572Z,97772,,,2023-11-08,,280,24494,,53526,11,2,2023-11-09,35,,1,41827
60232,148689,2023-11-08T21:51:08.786Z,2023-11-08T21:51:09.327Z,,,,2023-11-08,1,150,24495,,53519,3,2,2023-11-09,2,,2,41908
60233,,2023-11-08T21:51:08.794Z,2023-11-08T21:51:09.423Z,57247,,,2023-11-08,,150,24495,,53520,11,2,2023-11-09,35,,2,41908
60234,148690,2023-11-08T21:51:08.804Z,2023-11-08T21:51:09.546Z,,,,2023-11-08,1,150,24495,,53521,3,2,2023-11-09,2,,1,41909
60249,167206,2023-11-08T22:35:11.584Z,2023-11-08T22:35:12.008Z,,,,2023-11-08,1,180,24502,,53530,1,3,2023-11-09,2,,1,41580
60240,,2023-11-08T22:05:17.448Z,2023-11-08T22:37:24.459Z,99508,,,2023-11-08,,2,24498,,53531,11,2,2023-11-13,35,,1,41933
60256,,2023-11-08T23:50:30.624Z,2023-11-08T23:50:30.624Z,,,,2023-11-08,,120,24504,2,,,,,,,1,41941
60255,102887,2023-11-08T23:50:30.616Z,2023-11-08T23:50:31.069Z,,,,2023-11-08,1,120,24504,,53537,3,2,2023-11-09,2,,1,41941
60244,,2023-11-08T22:06:13.677Z,2023-11-08T22:06:13.677Z,,,,2023-11-08,,200,24499,4,,,,,,,1,41905
60241,198802,2023-11-08T22:05:17.453Z,2023-11-08T22:37:24.597Z,,,3431,2023-11-08,1,1,24498,,53532,3,2,2023-11-15,115,481198801v1,1,
60242,198801,2023-11-08T22:05:17.458Z,2023-11-08T22:37:24.692Z,,,3431,2023-11-08,1,1,24498,,53533,3,2,2023-11-15,115,481198802v1,1,41933
60245,183334,2023-11-08T22:33:11.591Z,2023-11-08T22:33:12.924Z,,,,2023-11-08,1,100,24500,,53528,1,3,2023-11-14,2,,1,41931
60246,,2023-11-08T22:33:11.602Z,2023-11-08T22:33:13.071Z,92946,,,2023-11-08,,100,24500,,53529,11,3,2023-11-10,35,,1,41931
60248,,2023-11-08T22:33:12.067Z,2023-11-08T22:33:13.279Z,92946,,,2023-11-08,,900,24501,,53529,11,3,2023-11-10,35,,1,41931
60251,196537,2023-11-08T23:50:11.659Z,2023-11-08T23:50:12.300Z,,,,2023-11-08,1,60,24503,,53534,4,7,2023-11-09,2,,1,41041
60252,,2023-11-08T23:50:11.677Z,2023-11-08T23:50:12.411Z,98517,,,2023-11-08,,60,24503,,53535,11,7,2023-11-09,35,,1,41041
60253,196537,2023-11-08T23:50:11.683Z,2023-11-08T23:50:12.509Z,,,,2023-11-08,2,60,24503,,53536,4,7,2023-11-09,2,,2,41042
60254,,2023-11-08T23:50:11.688Z,2023-11-08T23:50:12.592Z,98517,,,2023-11-08,,60,24503,,53535,11,7,2023-11-09,35,,2,41042
60257,196634,2023-11-08T23:52:33.003Z,2023-11-08T23:52:33.522Z,,,,2023-11-08,1,120,24505,,53538,3,2,2023-11-09,7,,1,41930
60258,,2023-11-08T23:52:33.009Z,2023-11-08T23:52:33.630Z,100150,,,2023-11-08,,120,24505,,53539,11,2,2023-11-09,35,,1,41930
60235,,2023-11-08T21:51:08.810Z,2023-11-08T21:51:09.621Z,57247,,,2023-11-08,,150,24495,,53520,11,2,2023-11-09,35,,1,41909
60099,199746,2023-11-08T00:08:29.042Z,2023-11-08T13:35:37.712Z,,,,2023-11-08,1,120,24449,,53427,4,7,2023-11-09,2,,1,41857
60100,,2023-11-08T00:08:29.047Z,2023-11-08T13:35:37.815Z,99918,,,2023-11-08,,120,24449,,53428,11,7,2023-11-09,35,,1,41857
60101,197324,2023-11-08T00:18:55.273Z,2023-11-08T13:35:48.683Z,,,,2023-11-08,12,19,24450,,53429,1,3,2023-11-13,2,,1,41845
60103,197320,2023-11-08T00:18:55.291Z,2023-11-08T13:35:48.781Z,,,,2023-11-08,6,18,24450,,53430,1,3,2023-11-13,2,,2,41843
60105,197325,2023-11-08T00:18:55.301Z,2023-11-08T13:35:48.880Z,,,,2023-11-08,2,18,24450,,53431,1,3,2023-11-13,2,,3,41847
60107,197320,2023-11-08T00:18:55.328Z,2023-11-08T13:35:49.273Z,,,,2023-11-08,6,83,24451,,53430,1,3,2023-11-13,2,,2,41843
60109,197324,2023-11-08T00:18:55.338Z,2023-11-08T13:35:49.376Z,,,,2023-11-08,12,84,24451,,53429,1,3,2023-11-13,2,,1,41845
60111,197325,2023-11-08T00:18:55.355Z,2023-11-08T13:35:49.490Z,,,,2023-11-08,2,83,24451,,53431,1,3,2023-11-13,2,,3,41847
60148,,2023-11-08T03:20:26.434Z,2023-11-08T03:20:26.434Z,,,,2023-11-08,,720,24459,4,,,,,,,1,41870
60150,,2023-11-08T04:44:56.543Z,2023-11-08T04:44:57.246Z,22103,,,2023-11-08,,60,24460,,53423,11,3,2023-11-09,35,,1,41873
60147,199719,2023-11-08T03:20:26.429Z,2023-11-08T03:20:26.933Z,,,,2023-11-08,1,720,24459,,53421,4,7,2023-11-17,114,,1,41870
60141,150706,2023-11-08T01:11:20.541Z,2023-11-08T01:11:21.114Z,,,,2023-11-08,2,150,24458,,53417,1,3,2023-11-14,114,,1,41823
60137,175175,2023-11-08T00:24:06.609Z,2023-11-08T00:24:07.262Z,,,,2023-11-08,1,125,24456,,53413,1,3,2023-11-09,2,,1,41781
60138,,2023-11-08T00:24:06.615Z,2023-11-08T00:24:07.368Z,89405,,,2023-11-08,,125,24456,,53414,11,3,2023-11-09,35,,1,41781
60117,197325,2023-11-08T00:18:55.405Z,2023-11-08T13:35:50.461Z,,,,2023-11-08,2,25,24452,,53431,1,3,2023-11-13,2,,3,41847
60102,,2023-11-08T00:18:55.287Z,2023-11-08T18:23:54.325Z,98955,,,2023-11-08,,19,24450,,53486,11,3,2023-11-09,35,,1,41845
60104,,2023-11-08T00:18:55.296Z,2023-11-08T18:23:54.547Z,98955,,,2023-11-08,,18,24450,,53486,11,3,2023-11-09,35,,2,41843
60106,,2023-11-08T00:18:55.309Z,2023-11-08T18:23:54.773Z,98955,,,2023-11-08,,18,24450,,53486,11,3,2023-11-09,35,,3,41847
60112,,2023-11-08T00:18:55.359Z,2023-11-08T18:23:55.637Z,98955,,,2023-11-08,,83,24451,,53486,11,3,2023-11-09,35,,2,41847
60108,,2023-11-08T00:18:55.333Z,2023-11-08T18:23:55.829Z,98955,,,2023-11-08,,84,24451,,53486,11,3,2023-11-09,35,,1,41843
60110,,2023-11-08T00:18:55.350Z,2023-11-08T18:23:55.993Z,98955,,,2023-11-08,,83,24451,,53486,11,3,2023-11-09,35,,3,41845
60114,,2023-11-08T00:18:55.383Z,2023-11-08T18:23:56.393Z,98955,,,2023-11-08,,25,24452,,53486,11,3,2023-11-09,35,,2,41843
60116,,2023-11-08T00:18:55.401Z,2023-11-08T18:23:56.791Z,98955,,,2023-11-08,,25,24452,,53486,11,3,2023-11-09,35,,1,41845
